make_model,price,body_type,type,warranty,mileage,gearbox,fuel_type,seller,engine_size,gears,co_emissions,drivetrain,extras,empty_weight,full_service_history,upholstery,previous_owner,energy_efficiency_class,age,power_kW,cons_avg,comfort_&_convenience_Package,entertainment_&_media_Package,safety_&_security_Package
SEAT Ibiza,15499.0,Sedan,Used,Yes,12527.0,Manual,Benzine,Dealer,999.0,5.0,103.0,Front,1,1099.0,Yes,Cloth,1.0,efficient,1.0,70.0,4.5,Standard,Plus,Safety Premium Package
SEAT Ibiza,19990.0,Sedan,Demonstration,No,1000.0,Manual,Benzine,Dealer,999.0,5.0,110.0,Front,3,1099.0,Yes,Cloth,1.0,efficient,0.0,70.0,4.8,Premium,Standard,Safety Premium Package
SEAT Ibiza,18987.0,Sedan,Used,Yes,29990.0,Manual,Benzine,Dealer,999.0,5.0,110.0,Front,4,1091.0,Yes,Cloth,1.0,efficient,3.0,59.0,4.8,Premium,Standard,Safety Premium Package
SEAT Leon,20900.0,Sedan,Used,No,19911.0,Automatic,Liquid/Natural Gas,Dealer,1498.0,7.0,116.0,Front,2,1239.0,No,Cloth,1.0,efficient,1.0,96.0,5.1,Standard,Standard,Safety Premium Package
SEAT Ibiza,19950.0,Sedan,Demonstration,No,5500.0,Manual,Benzine,Dealer,999.0,5.0,110.0,Front,2,1111.0,No,Cloth,1.0,efficient,0.0,59.0,4.8,Premium,Plus,Safety Premium Package
SEAT Ibiza,6999.0,Sedan,Used,No,76000.0,Manual,Benzine,Private seller,1198.0,5.0,110.0,Front,3,1049.0,No,Cloth,1.0,unefficient,10.0,51.0,5.4,Standard,Standard,Safety Standard Package
SEAT Leon,17883.0,Sedan,Used,Yes,67598.0,Automatic,Liquid/Natural Gas,Dealer,1498.0,7.0,96.0,Front,3,1239.0,No,Cloth,1.0,efficient,3.0,96.0,3.5,Standard,Standard,Safety Premium Plus Package
SEAT Leon,21750.0,Sedan,Used,No,3084.0,Manual,Benzine,Dealer,999.0,6.0,123.0,Front,1,1279.0,No,Cloth,1.0,efficient,1.0,81.0,4.6,Standard,Plus,Safety Premium Package
SEAT Ibiza,19485.0,Sedan,Used,No,8102.0,Manual,Benzine,Dealer,999.0,6.0,112.0,Front,7,1116.0,Yes,Cloth,1.0,unefficient,0.0,81.0,4.9,Premium,Plus,Safety Premium Package
SEAT Leon,23990.0,Sedan,Demonstration,No,100.0,Manual,Benzine,Dealer,999.0,6.0,109.0,Front,2,1239.0,Yes,Cloth,1.0,efficient,0.0,81.0,4.8,Standard,Plus,Safety Premium Package
SEAT Leon,20699.0,Sedan,Used,Yes,42918.0,Automatic,Benzine,Dealer,1498.0,7.0,115.0,Front,9,1258.0,Yes,Cloth,1.0,efficient,4.0,110.0,5.1,Standard,Plus,Safety Premium Package
SEAT Leon,29490.0,Sedan,Used,No,23650.0,Automatic,Diesel,Dealer,1968.0,7.0,113.0,Front,12,1448.0,No,Cloth,1.0,efficient,1.0,110.0,4.3,Standard,Plus,Safety Premium Package
SEAT Ibiza,6500.0,Sedan,Used,No,113500.0,Manual,Benzine,Dealer,999.0,5.0,110.0,Front,4,1099.0,No,Cloth,1.0,efficient,11.0,51.0,0.0,Standard,Standard,Safety Premium Package
SEAT Ibiza,16989.0,Sedan,Employee's car,Yes,70.0,Manual,Liquid/Natural Gas,Dealer,999.0,6.0,89.0,Front,2,1099.0,No,Part/Full Leather,1.0,efficient,1.0,66.0,5.8,Standard,Plus,Safety Premium Package
SEAT Leon,23480.0,Sedan,Used,No,9999.0,Manual,Benzine,Dealer,1500.0,6.0,120.0,Front,4,1213.0,Yes,Cloth,1.0,unefficient,1.0,96.0,5.2,Standard,Plus,Safety Premium Package
SEAT Ibiza,13590.0,Sedan,Used,Yes,44291.0,Manual,Benzine,Dealer,999.0,5.0,110.0,Front,1,1099.0,No,Part/Full Leather,1.0,efficient,2.0,70.0,4.5,Standard,Standard,Safety Standard Package
SEAT Arona,29630.0,Sedan,Employee's car,Yes,3553.0,Automatic,Benzine,Dealer,999.0,7.0,138.0,Front,11,1199.0,Yes,Cloth,1.0,efficient,1.0,81.0,6.1,Premium,Plus,Safety Premium Package
SEAT Ibiza,19990.0,Sedan,Used,No,7350.0,Manual,Benzine,Dealer,999.0,6.0,112.0,Front,4,1169.0,Yes,Cloth,1.0,efficient,1.0,81.0,4.9,Standard,Plus,Safety Premium Package
SEAT Ibiza,15490.0,Sedan,Used,No,22900.0,Manual,Benzine,Dealer,999.0,5.0,107.0,Front,4,1128.0,Yes,Cloth,1.0,efficient,3.0,70.0,4.7,Premium,Standard,Safety Premium Package
SEAT Leon,29990.0,Sedan,Demonstration,No,9900.0,Automatic,Benzine,Dealer,1498.0,7.0,109.0,Front,12,1239.0,Yes,Part/Full Leather,1.0,efficient,2.0,110.0,4.8,Premium,Plus,Safety Premium Package
SEAT Ibiza,15650.0,Sedan,Used,No,29988.0,Manual,Benzine,Dealer,999.0,6.0,106.0,Front,3,1140.0,Yes,Cloth,1.0,efficient,4.0,85.0,4.7,Premium,Standard,Safety Premium Package
SEAT Ibiza,17980.0,Sedan,Used,No,6908.0,Manual,Benzine,Dealer,999.0,6.0,107.0,Front,2,1149.0,Yes,Cloth,1.0,efficient,2.0,85.0,4.7,Standard,Standard,Safety Premium Package
SEAT Leon,29850.0,Sedan,Used,No,18828.0,Automatic,Diesel,Dealer,1968.0,7.0,104.0,Front,6,1448.0,No,Cloth,1.0,efficient,1.0,110.0,4.0,Standard,Plus,Safety Premium Package
SEAT Leon,21980.0,Sedan,Used,No,32250.0,Manual,Benzine,Dealer,1498.0,6.0,0.0,Front,12,1239.0,Yes,Part/Full Leather,1.0,efficient,2.0,96.0,5.0,Standard,Plus,Safety Premium Package
SEAT Ibiza,16990.0,Sedan,Used,No,39030.0,Manual,Benzine,Dealer,999.0,5.0,110.0,Front,4,1099.0,No,Cloth,1.0,efficient,4.0,70.0,4.8,Standard,Standard,Safety Premium Package
SEAT Ibiza,5900.0,Sedan,Used,No,90000.0,Manual,Benzine,Dealer,1198.0,5.0,140.0,Front,1,1202.0,No,Cloth,2.0,efficient,12.0,51.0,5.9,Standard,Standard,Safety Premium Package
SEAT Ibiza,14600.0,Sedan,Used,Yes,37648.0,Manual,Diesel,Dealer,1600.0,5.0,103.5,Front,4,1099.0,No,Cloth,1.0,efficient,3.0,70.0,3.85,Standard,Standard,Safety Premium Package
SEAT Ibiza,22980.0,Sedan,Pre-registered,Yes,20.0,Manual,Benzine,Dealer,999.0,5.0,112.0,Front,12,1099.0,Yes,Cloth,1.0,efficient,0.0,81.0,4.9,Premium,Plus,Safety Premium Package
SEAT Ibiza,12990.0,Sedan,Used,No,45000.0,Manual,Benzine,Dealer,999.0,5.0,106.0,Front,7,1122.0,Yes,Cloth,2.0,efficient,4.0,70.0,4.7,Standard,Standard,Safety Premium Package
SEAT Ibiza,13990.0,Sedan,Used,No,44372.0,Manual,Benzine,Dealer,999.0,5.0,0.0,Front,1,1099.0,Yes,Cloth,1.0,efficient,4.0,70.0,4.8,Premium,Standard,Safety Premium Package
SEAT Ibiza,23890.0,Sedan,Pre-registered,Yes,20.0,Manual,Benzine,Dealer,999.0,5.0,112.0,Front,12,1099.0,Yes,Cloth,1.0,efficient,0.0,81.0,4.9,Premium,Plus,Safety Premium Package
SEAT Leon,23780.0,Sedan,Used,No,17800.0,Manual,Benzine,Dealer,1500.0,6.0,120.0,Front,4,1213.0,Yes,Cloth,1.0,unefficient,1.0,96.0,5.2,Standard,Plus,Safety Premium Package
SEAT Ibiza,20950.0,Sedan,Used,No,2514.0,Manual,Benzine,Dealer,999.0,6.0,110.0,Front,4,1148.0,No,Cloth,1.0,efficient,1.0,81.0,4.8,Premium,Plus,Safety Premium Package
SEAT Leon,32490.0,Sedan,Used,No,100.0,Automatic,Benzine,Dealer,1498.0,7.0,116.0,Front,4,1239.0,No,Cloth,1.0,efficient,0.0,110.0,5.0,Standard,Plus,Safety Premium Package
SEAT Ibiza,12980.0,Sedan,Used,Yes,58207.0,Manual,Diesel,Dealer,999.0,5.0,102.0,Front,5,1099.0,No,Cloth,2.0,efficient,5.0,77.0,3.85,Standard,Plus,Safety Premium Package
SEAT Leon,15790.0,Sedan,Used,Yes,27288.0,Manual,Benzine,Dealer,999.0,6.0,127.0,Front,1,1175.0,Yes,Cloth,1.0,efficient,3.0,85.0,4.8,Standard,Standard,Safety Premium Package
SEAT Ibiza,18980.0,Sedan,Used,Yes,29980.0,Automatic,Benzine,Dealer,999.0,7.0,111.0,Front,1,1172.0,No,Cloth,1.0,efficient,2.0,85.0,4.9,Standard,Standard,Safety Premium Package
SEAT Ibiza,22800.0,Sedan,Pre-registered,No,5.0,Manual,Liquid/Natural Gas,Dealer,999.0,5.0,89.0,Front,3,1099.0,No,Cloth,1.0,efficient,0.0,66.0,3.3,Standard,Standard,Safety Premium Package
SEAT Ibiza,17459.0,Sedan,Used,Yes,28358.0,Manual,Benzine,Dealer,999.0,5.0,103.0,Front,1,1099.0,No,Cloth,1.0,efficient,3.0,70.0,4.6,Standard,Standard,Safety Premium Plus Package
SEAT Ibiza,18990.0,Sedan,Used,No,2500.0,Manual,Benzine,Dealer,999.0,5.0,104.0,Front,3,1099.0,Yes,Cloth,1.0,efficient,0.0,70.0,4.5,Premium,Standard,Safety Premium Package
SEAT Ibiza,17880.0,Sedan,Used,Yes,26643.0,Automatic,Benzine,Dealer,999.0,7.0,112.0,Front,6,1172.0,Yes,Cloth,1.0,efficient,2.0,85.0,4.9,Standard,Standard,Safety Premium Package
SEAT Leon,18990.0,Sedan,Used,Yes,45735.0,Automatic,Liquid/Natural Gas,Dealer,1498.0,7.0,95.0,Front,10,1334.0,Yes,Cloth,1.0,efficient,2.0,96.0,3.5,Premium,Plus,Safety Premium Package
SEAT Ibiza,16989.0,Sedan,Employee's car,Yes,70.0,Manual,Liquid/Natural Gas,Dealer,999.0,6.0,89.0,Front,2,1099.0,No,Part/Full Leather,1.0,efficient,1.0,66.0,5.8,Standard,Plus,Safety Premium Package
SEAT Ibiza,8727.0,Sedan,Used,No,74274.0,Manual,Benzine,Dealer,1197.0,5.0,119.0,Front,2,1099.0,No,Cloth,2.0,unefficient,8.0,63.0,5.1,Standard,Standard,Safety Premium Package
SEAT Ibiza,11890.0,Sedan,Used,No,119104.0,Manual,Liquid/Natural Gas,Dealer,999.0,5.0,95.0,Front,2,1258.0,No,Cloth,1.0,efficient,2.0,66.0,5.3,Standard,Standard,Safety Premium Package
SEAT Ibiza,14370.0,Sedan,Used,Yes,21357.0,Manual,Benzine,Dealer,999.0,5.0,112.0,Front,3,1099.0,Yes,Cloth,1.0,unefficient,3.0,59.0,5.0,Standard,Standard,Safety Premium Package
SEAT Ibiza,7900.0,Sedan,Used,Yes,162000.0,Manual,Diesel,Dealer,1422.0,5.0,104.0,Front,2,1150.0,No,Cloth,1.0,unefficient,7.0,55.0,3.9,Standard,Standard,Safety Premium Package
SEAT Ibiza,20390.0,Sedan,Used,Yes,9908.0,Manual,Benzine,Dealer,999.0,5.0,125.0,Front,5,1099.0,No,Part/Full Leather,1.0,efficient,0.0,70.0,5.5,Premium,Standard,Safety Premium Package
Skoda Octavia,38300.0,Compact,Pre-registered,No,8.0,Automatic,Benzine,Dealer,1984.0,7.0,128.0,Front,1,1520.0,No,Cloth,1.0,unefficient,0.0,180.0,6.5,Standard,Standard,Safety Premium Plus Package
Skoda Scala,16990.0,Compact,Used,Yes,31500.0,Manual,Benzine,Dealer,999.0,6.0,110.0,Front,1,1314.0,No,Cloth,1.0,efficient,1.0,81.0,0.0,Standard,Standard,Safety Premium Plus Package
Skoda Scala,18990.0,Compact,Used,Yes,20900.0,Automatic,Diesel,Dealer,1600.0,7.0,110.0,Front,1,1229.0,No,Cloth,1.0,efficient,2.0,85.0,4.9,Standard,Standard,Safety Premium Plus Package
Skoda Octavia,17900.0,Compact,Used,Yes,77700.0,Manual,Diesel,Dealer,1968.0,6.0,108.0,Front,1,1332.0,No,Cloth,1.0,efficient,4.0,110.0,4.3,Standard,Standard,Safety Premium Plus Package
Skoda Octavia,16750.0,Compact,Used,Yes,36385.0,Automatic,Benzine,Dealer,1395.0,7.0,112.0,Front,2,1170.0,No,Cloth,1.0,efficient,7.0,110.0,4.8,Standard,Standard,Safety Premium Package
Skoda Fabia,11249.0,Compact,Used,No,98000.0,Manual,Benzine,Dealer,999.0,5.0,107.0,Front,4,1110.0,No,Cloth,1.0,efficient,6.0,66.0,4.6,Standard,Standard,Safety Premium Package
Skoda Fabia,12190.0,Compact,Used,No,67900.0,Manual,Diesel,Dealer,1422.0,5.0,99.0,Front,5,1165.0,No,Cloth,2.0,efficient,6.0,77.0,3.8,Standard,Standard,Safety Premium Package
Skoda Fabia,13990.0,Compact,Used,No,55028.0,Manual,Diesel,Dealer,1422.0,5.0,100.0,Front,7,1175.0,Yes,Cloth,1.0,unefficient,5.0,66.0,3.8,Standard,Plus,Safety Premium Package
Skoda Scala,18190.0,Compact,Pre-registered,Yes,5000.0,Manual,Benzine,Dealer,999.0,6.0,110.0,Front,1,1314.0,No,Cloth,1.0,efficient,0.0,81.0,0.0,Standard,Standard,Safety Premium Plus Package
Skoda Octavia,18950.0,Compact,Used,Yes,28842.0,Manual,Benzine,Dealer,1500.0,6.0,128.0,Front,1,1305.0,No,Cloth,1.0,efficient,3.0,110.0,5.0,Standard,Standard,Safety Premium Plus Package
Skoda Superb,10400.0,Compact,Used,Yes,123768.0,Manual,Benzine,Dealer,1390.0,6.0,139.0,Front,1,1367.0,No,Part/Full Leather,1.0,efficient,10.0,92.0,5.9,Standard,Standard,Safety Premium Package
Skoda Scala,17900.0,Compact,Used,No,17449.0,Manual,Benzine,Dealer,999.0,6.0,0.0,Front,2,1229.0,Yes,Cloth,1.0,efficient,2.0,70.0,4.7,Standard,Plus,Safety Premium Package
Skoda Fabia,12490.0,Compact,Used,No,78600.0,Manual,Benzine,Dealer,999.0,5.0,101.0,Front,5,1110.0,No,Cloth,1.0,efficient,4.0,70.0,4.4,Standard,Standard,Safety Premium Package
Skoda Scala,28249.0,Compact,Used,No,21400.0,Manual,Benzine,Dealer,1498.0,6.0,110.0,Front,6,1247.0,Yes,Cloth,1.0,efficient,1.0,110.0,4.8,Standard,Plus,Safety Premium Package
Skoda Fabia,8900.0,Compact,Used,Yes,167500.0,Manual,Benzine,Dealer,999.0,5.0,107.0,Front,1,1080.0,No,Cloth,1.0,efficient,3.0,55.0,4.9,Standard,Standard,Safety Standard Package
Skoda Fabia,14775.0,Compact,Used,No,22900.0,Manual,Benzine,Dealer,999.0,5.0,99.0,Front,3,1110.0,Yes,Cloth,2.0,efficient,3.0,70.0,4.3,Standard,Plus,Safety Premium Package
Skoda Octavia,22800.0,Compact,Used,Yes,17551.0,Manual,Diesel,Dealer,1968.0,6.0,108.0,Front,1,1465.0,No,Cloth,1.0,efficient,1.0,85.0,4.5,Standard,Standard,Safety Premium Plus Package
Skoda Fabia,13900.0,Compact,Used,Yes,52000.0,Manual,Benzine,Dealer,999.0,5.0,107.0,Front,1,1110.0,No,Cloth,2.0,efficient,3.0,70.0,4.6,Standard,Standard,Safety Standard Package
Skoda Scala,21980.0,Compact,Employee's car,Yes,12000.0,Manual,Benzine,Dealer,999.0,6.0,107.0,Front,5,1229.0,Yes,Cloth,1.0,efficient,0.0,81.0,4.7,Standard,Plus,Safety Premium Package
Skoda Fabia,12290.0,Compact,Used,Yes,70800.0,Automatic,Diesel,Dealer,1422.0,7.0,101.0,Front,5,1186.0,Yes,Cloth,2.0,efficient,7.0,66.0,3.8,Premium,Standard,Safety Premium Package
Skoda Fabia,10990.0,Compact,Used,Yes,43200.0,Manual,Benzine,Dealer,999.0,5.0,107.0,Front,1,1080.0,No,Cloth,2.0,efficient,3.0,55.0,4.9,Standard,Standard,Safety Standard Package
Skoda Fabia,23990.0,Compact,Pre-registered,No,10.0,Automatic,Benzine,Dealer,999.0,7.0,106.0,Front,4,1110.0,Yes,Cloth,1.0,efficient,0.0,81.0,4.6,Premium,Plus,Safety Premium Package
Skoda Fabia,11660.0,Compact,Used,No,73682.0,Manual,Benzine,Dealer,1197.0,5.0,123.0,Front,3,1109.0,Yes,Cloth,3.0,efficient,5.0,66.0,4.6,Standard,Standard,Safety Premium Package
Skoda Fabia,17490.0,Compact,Used,No,18040.0,Manual,Benzine,Dealer,999.0,6.0,104.0,Front,7,1127.0,No,Cloth,1.0,efficient,1.0,81.0,4.6,Standard,Plus,Safety Premium Package
Skoda Fabia,12990.0,Compact,Used,No,43856.0,Manual,Benzine,Dealer,999.0,5.0,101.0,Front,6,1110.0,Yes,Cloth,3.0,efficient,5.0,70.0,4.4,Premium,Plus,Safety Premium Package
Skoda Fabia,24990.0,Compact,Pre-registered,No,10.0,Automatic,Benzine,Dealer,999.0,7.0,106.0,Front,5,1110.0,Yes,Cloth,1.0,efficient,0.0,81.0,4.6,Premium,Plus,Safety Premium Package
Skoda Fabia,24990.0,Compact,Demonstration,No,22314.0,Manual,Benzine,Dealer,999.0,6.0,101.0,Front,1,1130.0,Yes,Cloth,1.0,efficient,1.0,81.0,4.3,Standard,Standard,Safety Standard Package
Skoda Fabia,15800.0,Compact,Used,No,28780.0,Manual,Benzine,Dealer,999.0,5.0,105.0,Front,11,1110.0,Yes,Cloth,1.0,efficient,1.0,70.0,4.1,Standard,Plus,Safety Premium Package
Skoda Fabia,18990.0,Compact,Demonstration,No,1500.0,Manual,Benzine,Dealer,999.0,5.0,104.0,Front,2,1110.0,Yes,Cloth,1.0,efficient,0.0,59.0,4.5,Premium,Plus,Safety Premium Package
Skoda Fabia,19900.0,Compact,Used,No,27134.0,Automatic,Benzine,Dealer,999.0,7.0,0.0,Front,5,1110.0,Yes,Cloth,2.0,efficient,3.0,81.0,4.6,Standard,Plus,Safety Premium Package
Skoda Fabia,11990.0,Compact,Used,No,45700.0,Manual,Benzine,Dealer,999.0,5.0,108.0,Front,8,1055.0,No,Cloth,2.0,unefficient,5.0,55.0,4.8,Standard,Plus,Safety Premium Package
Skoda Fabia,20780.0,Compact,Used,No,100.0,Manual,Benzine,Dealer,999.0,6.0,106.0,Front,5,1269.0,Yes,Cloth,1.0,efficient,1.0,81.0,4.0,Standard,Plus,Safety Premium Package
Skoda Fabia,14390.0,Compact,Used,No,38700.0,Manual,Benzine,Dealer,1197.0,5.0,107.0,Front,6,1109.0,No,Cloth,2.0,efficient,5.0,66.0,4.7,Standard,Standard,Safety Premium Package
Skoda Fabia,16690.0,Compact,Used,Yes,23038.0,Manual,Benzine,Dealer,999.0,5.0,105.0,Front,4,1110.0,Yes,Cloth,2.0,efficient,1.0,70.0,4.6,Premium,Plus,Safety Premium Package
Skoda Fabia,16890.0,Compact,Used,No,30794.0,Manual,Benzine,Dealer,999.0,6.0,104.0,Front,5,1127.0,Yes,Cloth,1.0,efficient,2.0,81.0,4.6,Standard,Plus,Safety Premium Package
Skoda Fabia,13900.0,Compact,Used,No,36856.0,Manual,Benzine,Dealer,1197.0,5.0,0.0,Front,9,1110.0,Yes,Part/Full Leather,1.0,efficient,6.0,81.0,4.7,Standard,Plus,Safety Premium Package
Skoda Fabia,21440.0,Compact,Pre-registered,No,10.0,Manual,Benzine,Dealer,999.0,6.0,106.0,Front,7,1165.0,Yes,Cloth,1.0,efficient,0.0,81.0,4.6,Standard,Plus,Safety Premium Package
Skoda Octavia,3500.0,Compact,Used,No,235000.0,Manual,Diesel,Dealer,1968.0,6.0,108.0,Front,1,1355.0,No,Cloth,1.0,efficient,18.0,103.0,5.5,Standard,Standard,Safety Premium Package
Skoda Fabia,15650.0,Compact,Used,Yes,42233.0,Manual,Benzine,Dealer,999.0,5.0,101.0,Front,3,1134.0,No,Cloth,1.0,efficient,2.0,70.0,4.4,Standard,Plus,Safety Premium Package
Skoda Fabia,21990.0,Compact,Used,Yes,599.0,Manual,Benzine,Dealer,999.0,6.0,123.0,Front,4,1165.0,No,Cloth,2.0,unefficient,0.0,81.0,4.5,Premium,Plus,Safety Premium Package
Skoda Fabia,19900.0,Compact,Used,No,39980.0,Automatic,Benzine,Dealer,1395.0,7.0,115.0,Front,3,1110.0,Yes,Part/Full Leather,1.0,efficient,4.0,92.0,4.9,Premium,Plus,Safety Premium Package
Skoda Fabia,14590.0,Compact,Used,Yes,40931.0,Manual,Benzine,Dealer,999.0,5.0,125.0,Front,6,1110.0,Yes,Cloth,1.0,unefficient,3.0,70.0,4.3,Standard,Standard,Safety Premium Package
Skoda Fabia,12255.0,Compact,Used,No,42600.0,Manual,Benzine,Dealer,999.0,5.0,114.0,Front,2,1081.0,No,Cloth,1.0,unefficient,2.0,44.0,4.8,Standard,Plus,Safety Premium Package
Skoda Fabia,16990.0,Compact,Used,Yes,15990.0,Automatic,Benzine,Dealer,999.0,7.0,134.0,Front,9,1164.0,Yes,Cloth,1.0,efficient,3.0,81.0,4.7,Premium,Plus,Safety Premium Package
Skoda Fabia,22980.0,Compact,Demonstration,Yes,500.0,Manual,Benzine,Dealer,999.0,5.0,104.0,Front,8,1110.0,Yes,Cloth,1.0,efficient,0.0,70.0,4.6,Premium,Plus,Safety Premium Package
Skoda Fabia,19991.0,Compact,Used,No,7944.0,Manual,Benzine,Dealer,999.0,5.0,109.0,Front,3,1110.0,Yes,Cloth,1.0,efficient,0.0,70.0,4.6,Premium,Plus,Safety Premium Package
Skoda Scala,23190.0,Compact,Used,No,26500.0,Manual,Benzine,Dealer,999.0,6.0,0.0,Front,3,1229.0,Yes,Cloth,1.0,efficient,1.0,81.0,5.0,Standard,Plus,Safety Premium Package
Skoda Fabia,18990.0,Compact,Demonstration,Yes,1500.0,Manual,Benzine,Dealer,999.0,5.0,101.0,Front,5,1116.0,Yes,Cloth,1.0,efficient,0.0,48.0,4.4,Standard,Plus,Safety Premium Package
Skoda Fabia,18490.0,Compact,Used,Yes,25000.0,Manual,Benzine,Dealer,999.0,5.0,105.0,Front,4,1110.0,Yes,Cloth,2.0,efficient,1.0,70.0,4.6,Premium,Plus,Safety Premium Package
Skoda Fabia,17880.0,Compact,Used,Yes,1500.0,Manual,Benzine,Dealer,999.0,5.0,125.0,Front,4,1576.0,Yes,Cloth,1.0,efficient,1.0,70.0,4.6,Standard,Plus,Safety Premium Package
Skoda Fabia,11450.0,Compact,Used,No,48705.0,Manual,Benzine,Dealer,999.0,5.0,106.0,Front,3,1110.0,Yes,Cloth,1.0,efficient,5.0,44.0,4.8,Standard,Standard,Safety Premium Package
Skoda Fabia,11830.0,Compact,Used,Yes,41305.0,Manual,Benzine,Dealer,999.0,5.0,108.0,Front,3,1080.0,Yes,Cloth,2.0,efficient,3.0,44.0,4.8,Standard,Plus,Safety Premium Package
Skoda Fabia,18900.0,Compact,Used,No,11007.0,Manual,Benzine,Dealer,999.0,5.0,103.0,Front,9,1185.0,Yes,Part/Full Leather,1.0,efficient,2.0,70.0,5.7,Premium,Plus,Safety Premium Package
Skoda Fabia,11990.0,Compact,Used,No,42718.0,Manual,Benzine,Dealer,999.0,5.0,134.0,Front,3,1110.0,Yes,Cloth,2.0,efficient,3.0,44.0,4.6,Standard,Plus,Safety Premium Package
Skoda Fabia,18879.0,Compact,Used,Yes,3434.0,Manual,Benzine,Dealer,999.0,5.0,104.0,Front,3,1294.0,Yes,Cloth,1.0,efficient,1.0,70.0,4.6,Premium,Plus,Safety Premium Package
Skoda Fabia,19990.0,Compact,Employee's car,Yes,10.0,Manual,Benzine,Dealer,999.0,5.0,107.0,Front,4,1081.0,Yes,Cloth,1.0,efficient,0.0,59.0,4.5,Standard,Plus,Safety Premium Package
Skoda Fabia,19450.0,Compact,Demonstration,No,11202.0,Manual,Benzine,Dealer,999.0,5.0,103.0,Front,2,1110.0,Yes,Cloth,1.0,efficient,1.0,70.0,4.5,Standard,Plus,Safety Premium Package
Skoda Fabia,18800.0,Compact,Used,Yes,15100.0,Manual,Benzine,Dealer,999.0,5.0,105.0,Front,3,1110.0,No,Cloth,1.0,efficient,1.0,70.0,4.6,Premium,Plus,Safety Premium Package
Skoda Fabia,18200.0,Compact,Used,Yes,17950.0,Manual,Benzine,Dealer,999.0,5.0,105.0,Front,3,1110.0,No,Cloth,1.0,efficient,1.0,70.0,4.6,Premium,Plus,Safety Premium Package
Skoda Fabia,18690.0,Compact,Used,Yes,23453.0,Automatic,Benzine,Dealer,999.0,7.0,108.0,Front,3,1110.0,Yes,Cloth,1.0,efficient,1.0,70.0,4.7,Premium,Plus,Safety Premium Package
Skoda Fabia,17440.0,Compact,Used,Yes,9800.0,Manual,Benzine,Dealer,999.0,5.0,125.0,Front,4,1121.0,Yes,Cloth,2.0,efficient,1.0,70.0,4.6,Standard,Plus,Safety Premium Package
Skoda Fabia,18980.0,Compact,Used,No,10.0,Manual,Benzine,Dealer,999.0,5.0,104.0,Front,2,1142.0,No,Cloth,1.0,efficient,1.0,70.0,4.6,Standard,Plus,Safety Premium Package
Skoda Fabia,13900.0,Compact,Used,No,25240.0,Manual,Benzine,Dealer,999.0,5.0,108.0,Front,3,1110.0,Yes,Cloth,1.0,efficient,2.0,44.0,4.7,Standard,Plus,Safety Premium Package
Skoda Fabia,14990.0,Compact,Used,No,19300.0,Manual,Benzine,Dealer,999.0,5.0,107.0,Front,3,1081.0,Yes,Cloth,1.0,unefficient,1.0,44.0,4.6,Standard,Plus,Safety Premium Package
Skoda Fabia,10980.0,Compact,Used,Yes,59092.0,Manual,Benzine,Dealer,999.0,5.0,111.0,Front,1,1110.0,No,Cloth,2.0,efficient,4.0,55.0,4.9,Standard,Standard,Safety Standard Package
Skoda Octavia,3900.0,Compact,Used,No,137690.0,Manual,Diesel,Dealer,1896.0,5.0,108.0,Front,1,1270.0,No,Cloth,2.0,efficient,17.0,66.0,5.0,Standard,Standard,Safety Standard Package
Skoda Scala,15000.0,Compact,Used,Yes,60000.0,Manual,Benzine,Dealer,999.0,6.0,110.0,Front,1,1240.0,No,Cloth,1.0,efficient,2.0,85.0,5.0,Standard,Standard,Safety Premium Plus Package
Skoda Octavia,21445.0,Compact,Used,No,89503.0,Automatic,Benzine,Dealer,1984.0,6.0,149.0,Front,7,1345.0,No,Part/Full Leather,2.0,efficient,8.0,162.0,6.4,Standard,Plus,Safety Premium Package
Skoda Octavia,17945.0,Compact,Used,No,149552.0,Automatic,Benzine,Dealer,1984.0,6.0,149.0,Front,6,1345.0,No,Part/Full Leather,4.0,efficient,9.0,162.0,6.4,Standard,Standard,Safety Premium Package
Skoda Scala,26150.0,Compact,Pre-registered,Yes,10.0,Automatic,Benzine,Dealer,1498.0,7.0,110.0,Front,1,1265.0,No,Cloth,1.0,efficient,0.0,110.0,5.0,Standard,Standard,Safety Premium Plus Package
Skoda Fabia,8900.0,Compact,Used,No,127850.0,Automatic,Benzine,Dealer,1390.0,7.0,147.0,Front,7,1110.0,Yes,Cloth,1.0,efficient,12.0,132.0,6.2,Standard,Standard,Safety Premium Package
Skoda Octavia,19900.0,Compact,Used,No,138499.0,Automatic,Diesel,Dealer,1968.0,6.0,108.0,Front,4,1308.0,Yes,Cloth,2.0,efficient,4.0,110.0,4.3,Premium,Plus,Safety Premium Package
Skoda Fabia,8590.0,Compact,Used,Yes,88131.0,Manual,Benzine,Dealer,1197.0,5.0,105.0,Front,5,1109.0,Yes,Cloth,2.0,efficient,5.0,66.0,4.6,Standard,Plus,Safety Premium Package
Skoda Octavia,19950.0,Compact,Used,No,80142.0,Automatic,Benzine,Dealer,1798.0,7.0,128.0,Front,4,1257.0,No,Part/Full Leather,2.0,efficient,5.0,132.0,5.6,Premium,Standard,Safety Premium Package
Skoda Scala,18990.0,Compact,Used,Yes,20900.0,Automatic,Diesel,Dealer,1600.0,7.0,110.0,Front,1,1229.0,No,Cloth,1.0,efficient,2.0,85.0,4.9,Standard,Standard,Safety Premium Plus Package
